circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,VIJAYA NAGAR COLONY,NAMPALLY RD Y DARGA,DOMESTIC,1,464,402.0,56727.0,573.02
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,VIJAYA NAGAR COLONY,QUTAB SHAHI MOSQUE,DOMESTIC,1,669,639.0,118733.0,1255.19
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,VIJAYA NAGAR COLONY,RBI-CLY INDIRA NAGAR,DOMESTIC,1,1175,1128.0,207422.0,3492.87
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,GOLCONDA,,DOMESTIC,1,1,,0.0,1.0
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,AFSAR KHAN COLONY,DOMESTIC,1,1187,1183.0,193892.0,1462.68
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,AHMED COLONY,DOMESTIC,1,1116,1076.0,177557.0,1459.58
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,AMBEDKAR NAGAR,DOMESTIC,1,776,724.0,75112.0,934.58
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,BAPU NAGAR,DOMESTIC,1,2259,2244.0,260822.0,2726.08
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,BAPU NAGAR SAIBABA TEMPLE,DOMESTIC,1,1640,1616.0,182291.0,1998.52
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,BHAGDAD COLONY,DOMESTIC,1,1408,1400.0,237738.0,1811.84
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,COMPANY BAGH,DOMESTIC,1,1171,1112.0,175921.0,1483.12
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,MASAB TANK,SHAHEEN SCHOOL SYED NAGAR,DOMESTIC,1,676,655.0,81340.0,707.85
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,MASAB TANK,SYED NAGAR,DOMESTIC,1,692,630.0,97751.0,840.94
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,MASAB TANK,V N C DEVONI KUNTA,DOMESTIC,1,328,309.0,49314.0,637.06
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,MASAB TANK,VENKATADRI NAGAR,DOMESTIC,1,1258,1228.0,222532.0,2814.14
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,MASAB TANK,,DOMESTIC,1,1,,0.0,1.0
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,MEHADIPATNAM,A S R R NAGAR,DOMESTIC,1,671,641.0,53667.0,287.18
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,MEHADIPATNAM,AMBA GARDEN,DOMESTIC,1,700,692.0,133639.0,2139.66
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,MEHADIPATNAM,AYODYA NAGAR,DOMESTIC,1,597,589.0,109905.0,1427.18
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,MEHADIPATNAM,BALAJI  NAGAR,DOMESTIC,1,843,833.0,140940.0,1819.04
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,SURYANAGAR,RAHUL COLONY,DOMESTIC,1,1322,1299.0,241064.0,3181.02
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,SURYANAGAR,SALARJUNG COLONY,DOMESTIC,1,2052,1969.0,402312.0,5680.56
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,SURYANAGAR,SURYA NAGAR,DOMESTIC,1,1006,959.0,180895.0,2897.54
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,SURYANAGAR,VIRAT NAGAR,DOMESTIC,1,746,743.0,153524.0,2042.56
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,GOLNAKA,LAL BAGH,DOMESTIC,1,630,619.0,79286.0,1018.35
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,GOLNAKA,LAXMI TALKIES,DOMESTIC,1,1428,1412.0,167147.0,1848.71
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,GOLNAKA,MARUTHI NAGAR,DOMESTIC,1,2061,2044.0,244421.0,3304.59
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,GOLNAKA,MARUTHINAGAR,DOMESTIC,1,1,1.0,0.0,2.0
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,GOLNAKA,PAMULA BASTHI,DOMESTIC,1,720,718.0,92708.0,1114.24
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,GOLNAKA,POCHAMMA BASTHI,DOMESTIC,1,1768,1749.0,173910.0,2359.2
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,GOLNAKA,QUADRI BAGH,DOMESTIC,1,1352,1319.0,194910.0,2132.0
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,GOLNAKA,SANJEEVA NAGAR,DOMESTIC,1,1385,1377.0,136033.0,1730.0
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,GOLNAKA,SHANKAR NAGAR,DOMESTIC,1,1298,1290.0,166123.0,1769.45
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,GOLNAKA,SHIVAM ROAD,DOMESTIC,1,1,,0.0,1.0
HYDERABAD CENTRAL,AZAMABAD,VST,MUSHEERABAD,PAVITRA NAGAR(SHUTTER PT AREA),DOMESTIC,1,794,782.0,100926.0,1219.78
HYDERABAD CENTRAL,AZAMABAD,VST,MUSHEERABAD,PUNJAB NATIONAL,DOMESTIC,1,58,58.0,8812.0,125.0
HYDERABAD CENTRAL,AZAMABAD,VST,MUSHEERABAD,RAMNAGAR MAIN ROAD (ESI),DOMESTIC,1,654,636.0,72559.0,976.05
HYDERABAD CENTRAL,AZAMABAD,VST,MUSHEERABAD,RISALA,DOMESTIC,1,630,614.0,98960.0,934.5
HYDERABAD CENTRAL,AZAMABAD,VST,MUSHEERABAD,RTC QUARTERS,DOMESTIC,1,405,397.0,70005.0,739.59
HYDERABAD CENTRAL,AZAMABAD,VST,MUSHEERABAD,RTC X ROAD,DOMESTIC,1,328,320.0,64707.0,988.98
HYDERABAD CENTRAL,AZAMABAD,VST,MUSHEERABAD,S.R.T.PARK,DOMESTIC,1,367,367.0,49589.0,614.73
HYDERABAD CENTRAL,AZAMABAD,VST,MUSHEERABAD,SAGARLAL HOSPITAL AREA,DOMESTIC,1,1125,1110.0,186413.0,2005.51
HYDERABAD CENTRAL,AZAMABAD,VST,MUSHEERABAD,SASTRY NAGAR COLONY,DOMESTIC,1,394,394.0,42534.0,504.95
HYDERABAD CENTRAL,AZAMABAD,VST,MUSHEERABAD,SASTRY NAGAR MAIN ROAD,DOMESTIC,1,385,379.0,42666.0,545.36
HYDERABAD CENTRAL,AZAMABAD,VST,MUSHEERABAD,SHIVALAYAM I,DOMESTIC,1,656,647.0,93706.0,1485.47
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,VIJAYA NAGAR COLONY,"SADATH GROUND, MALAPALLY.",DOMESTIC,1,279,274.0,34767.0,366.16
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,VIJAYA NAGAR COLONY,STREET LIGHT,DOMESTIC,1,3,3.0,0.0,1.5
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,VIJAYA NAGAR COLONY,V N C COMMUNITY HALL,DOMESTIC,1,772,748.0,127205.0,1969.77
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,VIJAYA NAGAR COLONY,V N C MAHILAMANDAL,DOMESTIC,1,701,668.0,112156.0,1977.76
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,VIJAYA NAGAR COLONY,V N COLONY 2RT,DOMESTIC,1,808,793.0,124488.0,1863.49
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,VIJAYA NAGAR COLONY,V N COLONY MIGH,DOMESTIC,1,525,513.0,106442.0,1511.29
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,VIJAYA NAGAR COLONY,VIJAY NAGAR COLONY,DOMESTIC,1,228,220.0,32565.0,593.68
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,VIJAYA NAGAR COLONY,VNC MEENA GARDEN AREA,DOMESTIC,1,484,469.0,92117.0,1416.04
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,DEFENCE COLONY,DOMESTIC,1,2421,2388.0,338132.0,3372.15
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,GANDHI NAGAR,DOMESTIC,1,881,876.0,100623.0,1285.78
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,GRC CT METERS,DOMESTIC,1,1,1.0,4642.0,29.0
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,GRC HV LANGER HOUSE,DOMESTIC,1,2,1.0,1729.0,35.0
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,HARIDASPURA,DOMESTIC,1,624,579.0,76170.0,700.01
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,HASHAM  NAGAR,DOMESTIC,1,727,715.0,102627.0,1090.33
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,INDIRA NAGAR,DOMESTIC,1,1839,1794.0,305334.0,3787.47
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,MEHADIPATNAM,BOJAGUTTA,DOMESTIC,1,836,660.0,62720.0,726.35
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,MEHADIPATNAM,BOJAGUTTA(SHIVAJI NAGAR),DOMESTIC,1,684,579.0,44270.0,357.48
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,MEHADIPATNAM,DILSHAD NAGAR,DOMESTIC,1,1124,1099.0,228840.0,2555.12
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,MEHADIPATNAM,GAYATRINAGAR,DOMESTIC,1,669,669.0,95054.0,1187.9
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,MEHADIPATNAM,GRC CT MEHDIPATNAM,DOMESTIC,1,10,10.0,9845.0,189.0
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,MEHADIPATNAM,GRC HV MEHDIPATNAM,DOMESTIC,1,86,85.0,16128.0,493.23
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,MEHADIPATNAM,GUDIMALKAPUR,DOMESTIC,1,1040,1018.0,133903.0,1664.72
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,GOLNAKA,TILAK NAGAR,DOMESTIC,1,1422,1385.0,170404.0,2406.6
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,GOLNAKA,TULSI COOPERATIVE COLONY,DOMESTIC,1,633,628.0,91252.0,1253.2
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,GOLNAKA,TULSI RAMNAGAR,DOMESTIC,1,1531,1509.0,166869.0,1897.6
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,GOLNAKA,VENKATESH NAGAR,DOMESTIC,1,725,717.0,74551.0,881.75
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,GOLNAKA,WADDARA BASTHI,DOMESTIC,1,685,666.0,94335.0,1288.0
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,GOLNAKA,ZINDA TILISMATH,DOMESTIC,1,1872,1851.0,233076.0,2825.1
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,C.E. COLONY PARK,DOMESTIC,1,1389,1326.0,238906.0,4797.47
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,C.E.COLONY,DOMESTIC,1,1357,1340.0,177763.0,2459.17
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,CT METERS,DOMESTIC,1,5,5.0,3233.0,86.0
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,D.D. COLONY,DOMESTIC,1,747,745.0,160904.0,2879.6
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,D.D.COLONY 20,DOMESTIC,1,661,645.0,144211.0,2632.0
HYDERABAD CENTRAL,AZAMABAD,VST,MUSHEERABAD,SHIVALAYAM II,DOMESTIC,1,164,156.0,22652.0,295.56
HYDERABAD CENTRAL,AZAMABAD,VST,MUSHEERABAD,SPENCER AREA,DOMESTIC,1,533,517.0,85468.0,1195.06
HYDERABAD CENTRAL,AZAMABAD,VST,MUSHEERABAD,SRK NAGAR,DOMESTIC,1,436,432.0,63011.0,885.9
HYDERABAD CENTRAL,AZAMABAD,VST,MUSHEERABAD,TADDY COMPOUND,DOMESTIC,1,668,658.0,85404.0,1145.48
HYDERABAD CENTRAL,AZAMABAD,VST,MUSHEERABAD,TRT QUATERS(RAM NAGAR),DOMESTIC,1,378,376.0,44315.0,632.42
HYDERABAD CENTRAL,AZAMABAD,VST,MUSHEERABAD,WESLY CHURCH,DOMESTIC,1,279,274.0,34215.0,512.93
HYDERABAD CENTRAL,AZAMABAD,VST,MUSHEERABAD,ZAMISTHANPUR,DOMESTIC,1,700,688.0,86291.0,1112.72
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,AZAMABAD P.T(B),DOMESTIC,1,1,,0.0,0.36
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,CORONA LINE(A),DOMESTIC,1,231,216.0,31984.0,417.74
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,CT METER,DOMESTIC,1,12,12.0,32827.0,257.02
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,VIJAYA NAGAR COLONY,,DOMESTIC,1,3,,0.0,3.0
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,JYOTHI NAGAR,DOMESTIC,1,1223,1205.0,208729.0,2291.4
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,"KALIDAS PURA,LH",DOMESTIC,1,524,497.0,61571.0,712.92
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,LAXMI NAGAR,DOMESTIC,1,798,794.0,148074.0,1980.8
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,"LAXMI NAGAR,KISHAN GUDA",DOMESTIC,1,796,765.0,91412.0,885.16
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,MARUTHI NAGAR,DOMESTIC,1,1257,1245.0,185682.0,2643.41
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,MD LINES(QATERS),DOMESTIC,1,211,186.0,21211.0,203.38
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,NET METETERS,DOMESTIC,1,37,37.0,5136.0,214.0
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,NETHAJI NAGAR/SRINIVASNAGAR,DOMESTIC,1,893,873.0,135999.0,1992.87
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,PENSIONPURA (NORTH),DOMESTIC,1,1579,1505.0,170902.0,1901.02
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,MEHADIPATNAM,HEERANAGAR,DOMESTIC,1,1415,1399.0,154527.0,1561.84
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,MEHADIPATNAM,INCOME TAX COLONY,DOMESTIC,1,650,631.0,118325.0,2125.12
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,MEHADIPATNAM,LIC COLONY,DOMESTIC,1,522,514.0,109229.0,1678.6
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,MEHADIPATNAM,MADULA GUDA,DOMESTIC,1,495,490.0,62710.0,684.08
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,MEHADIPATNAM,MEHDIPATNAM MAIN ROAD,DOMESTIC,1,52,48.0,12832.0,226.51
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,MEHADIPATNAM,MOGALKANAL (W),DOMESTIC,1,1019,1010.0,165253.0,1352.08
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,MEHADIPATNAM,NAVODAYA COLONY,DOMESTIC,1,1034,988.0,157810.0,2686.04
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,MEHADIPATNAM,RETHIBOWLI,DOMESTIC,1,668,642.0,110398.0,1275.42
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,D.D.COLONY 21,DOMESTIC,1,1063,1040.0,233317.0,4147.36
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,GANGA BOWLI,DOMESTIC,1,1236,1220.0,186260.0,2774.19
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,GRC HV RAMALAYAM,DOMESTIC,1,29,29.0,13191.0,296.73
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,MOTHER DAIRY,DOMESTIC,1,634,624.0,96959.0,1558.02
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,NARSIMHA BASTHI,DOMESTIC,1,1107,1098.0,142661.0,1944.38
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,NET METERS 78,DOMESTIC,1,111,111.0,13112.0,641.56
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,NEW NALLAKUNTA,DOMESTIC,1,1481,1455.0,218546.0,3486.83
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,OU ROAD,DOMESTIC,1,203,187.0,37156.0,621.22
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,PRASHANTH NAGAR,DOMESTIC,1,444,419.0,70689.0,1360.74
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,DHEEPAK THEATER BACK LANE(A),DOMESTIC,1,614,589.0,117665.0,1740.72
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,DURGA MESS (NALA)(A),DOMESTIC,1,189,185.0,23995.0,238.4
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,E.W.S QTRS(B),DOMESTIC,1,1148,1112.0,121961.0,1461.95
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,ESWAR REDDY LINE(B),DOMESTIC,1,667,644.0,101599.0,1447.68
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,GRC HV NARAYANAGUDA,DOMESTIC,1,24,24.0,17071.0,262.95
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,HARIVIHAR COLONY(A),DOMESTIC,1,372,359.0,68121.0,970.33
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,HOTEL SUNANDA LINE (A),DOMESTIC,1,149,139.0,18213.0,215.22
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,KESHAW MEMORIAL SCHOOL(A),DOMESTIC,1,68,64.0,9907.0,135.06
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,KISHORE-I(A),DOMESTIC,1,575,565.0,69069.0,995.55
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,LIG QTRS(B),DOMESTIC,1,589,563.0,48722.0,692.93
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,PENSIONPURA (SOUTH),DOMESTIC,1,895,872.0,131684.0,1480.9
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,PRASANTH NAGAR GIRNI,DOMESTIC,1,2336,2284.0,232289.0,2746.47
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,PRASANTH NAGAR GOVT SCHOOL,DOMESTIC,1,435,418.0,43197.0,490.5
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,PRASANTH NAGAR MAIN ROAD,DOMESTIC,1,1826,1753.0,195059.0,2362.44
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,RING ROAD/MEHDICOLONY,DOMESTIC,1,679,666.0,94639.0,1232.03
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,"VINAYAK NAGAR,LH",DOMESTIC,1,689,667.0,80961.0,941.14
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,,DOMESTIC,1,14,,0.0,10.54
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,SHAIKPET,AL HAMRA COLONY,DOMESTIC,1,563,563.0,99597.0,1406.0
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,MEHADIPATNAM,RETHIBOWLI - II,DOMESTIC,1,449,428.0,73528.0,1064.0
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,MEHADIPATNAM,S B I COLONY,DOMESTIC,1,644,621.0,111711.0,1756.51
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,MEHADIPATNAM,SAI GARDEN,DOMESTIC,1,951,924.0,139072.0,1868.64
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,MEHADIPATNAM,SAI GARDEN-II,DOMESTIC,1,696,683.0,144008.0,2137.22
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,MEHADIPATNAM,SAI NAGAR,DOMESTIC,1,690,677.0,66213.0,930.0
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,MEHADIPATNAM,SAI NAGAR - II,DOMESTIC,1,438,436.0,47443.0,567.76
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,MEHADIPATNAM,SANTHOSH NAGAR,DOMESTIC,1,1174,1146.0,210937.0,3770.92
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,MEHADIPATNAM,SANTOSH NAGAR-III,DOMESTIC,1,492,489.0,96063.0,1408.78
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,MEHADIPATNAM,SATYANARAYANA NAGAR,DOMESTIC,1,1090,1081.0,148125.0,1897.36
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,RAGI CHETTU,DOMESTIC,1,1447,1420.0,183874.0,2348.54
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,RAMLAYAM TEMPLE,DOMESTIC,1,1083,1058.0,164608.0,2767.95
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,S.B.H.COLONY,DOMESTIC,1,494,490.0,86795.0,1359.62
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,S.B.I.COLONY,DOMESTIC,1,303,299.0,58261.0,1088.76
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,SAI BABA NAGAR,DOMESTIC,1,420,415.0,57020.0,661.33
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,SHIVAM ROAD,DOMESTIC,1,1015,998.0,163881.0,3175.13
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,SOMA SUNDER NAGAR,DOMESTIC,1,776,748.0,138939.0,2422.95
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,STREETLIGHTS,DOMESTIC,1,2,2.0,951.0,12.0
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,T.R.T.QUARTERS,DOMESTIC,1,1028,993.0,145981.0,1977.07
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,N.GUDA FLY OVER LINE(A),DOMESTIC,1,107,82.0,18029.0,235.18
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,NET METER 54,DOMESTIC,1,38,38.0,6355.0,205.0
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,"NO:3,B.L.PALLY(B)",DOMESTIC,1,220,215.0,29977.0,575.59
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,"NO:8,B.L.PALLY(B)",DOMESTIC,1,394,392.0,42720.0,533.6
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,NO:9 B.L.PALLY(B),DOMESTIC,1,367,346.0,46549.0,614.0
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,OLD (B),DOMESTIC,1,340,335.0,50893.0,946.62
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,OLD LINGAMPALLY(B),DOMESTIC,1,928,917.0,135598.0,2220.55
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,SAI PRASANTHI R.DENCY APT(A),DOMESTIC,1,489,462.0,90012.0,1582.21
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,SARADA GLORY APT(A),DOMESTIC,1,152,147.0,33309.0,521.01
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,SARVODAYA ENCLAVE APT(A),DOMESTIC,1,280,268.0,41362.0,623.7
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,SHAIKPET,DATTATREYA NAGAR,DOMESTIC,1,1432,1420.0,169139.0,1806.2
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,SHAIKPET,DWARAKA NAGAR,DOMESTIC,1,668,652.0,87670.0,1051.2
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,SHAIKPET,GRC CT METERS,DOMESTIC,1,36,36.0,62819.0,946.0
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,SHAIKPET,GRC HV SAHIKPET,DOMESTIC,1,86,85.0,32696.0,582.0
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,SHAIKPET,GULSHAN COLONY,DOMESTIC,1,835,797.0,134977.0,1897.9
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,SHAIKPET,GULSHAN COLONY-2,DOMESTIC,1,1697,1691.0,333220.0,3883.51
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,SHAIKPET,H S DARGA (EAST),DOMESTIC,1,1170,1103.0,137958.0,1825.58
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,MEHADIPATNAM,SHIVABAGH,DOMESTIC,1,830,830.0,123114.0,1421.26
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,MEHADIPATNAM,SREERAM NAGAR GUTTA,DOMESTIC,1,457,391.0,31069.0,294.44
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,MEHADIPATNAM,USHODAYA COLONY,DOMESTIC,1,390,381.0,68740.0,1025.26
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,MEHADIPATNAM,,DOMESTIC,1,2,,0.0,2.0
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,RETHI BOWLI,BOWLI PT,DOMESTIC,1,855,792.0,98004.0,825.39
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,RETHI BOWLI,BRINDAVAN COLONY,DOMESTIC,1,2091,2057.0,404508.0,6143.74
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,RETHI BOWLI,C JANAKI I.A.S,DOMESTIC,1,1449,1437.0,271886.0,3090.27
