circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,BUDDONI THANDA,DOMESTIC,1,65,65.0,-892.0,16.36
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,C.A.PALLY,DOMESTIC,1,282,144.0,9374.0,133.47
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,CHANNAMANENIPALLY,DOMESTIC,1,136,83.0,3079.0,39.15
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,CHENNARAM,DOMESTIC,1,263,213.0,4404.0,73.4
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,CHINTHACHETTU THANDA,DOMESTIC,1,23,23.0,1487.0,16.36
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,CHINTHAKUNTLA,DOMESTIC,1,391,345.0,14745.0,106.21
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,DEVARONI THANDA,DOMESTIC,1,29,29.0,0.0,6.96
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,DHANJILAL THANDA,DOMESTIC,1,6,6.0,20.0,1.46
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,DONEYALA,DOMESTIC,1,500,450.0,30998.0,281.89
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,FAKEERPUR,DOMESTIC,1,68,38.0,1446.0,21.85
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,GAJINAGER,DOMESTIC,1,352,214.0,6450.0,117.44
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,GANYANAIK THANDA,DOMESTIC,1,76,75.0,523.0,19.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,GOWRIKUNTA THANDA,DOMESTIC,1,114,113.0,5400.0,28.9
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,GUDI THANDA,DOMESTIC,1,122,114.0,146.0,30.82
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,GUMMADAVALLY,DOMESTIC,1,423,335.0,18235.0,132.52
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,GURRAPU THANDA,DOMESTIC,1,2,2.0,154.0,1.24
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,HYD ROAD BUS STAND,DOMESTIC,1,360,358.0,26898.0,353.62
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,JANIGANI THANDA,DOMESTIC,1,78,78.0,576.0,19.48
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,K M PALLY HYD RD,DOMESTIC,1,361,353.0,29717.0,324.68
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,K M PALLY NLG RD,DOMESTIC,1,479,472.0,40821.0,464.99
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,K.M.PAHAD,DOMESTIC,1,259,222.0,10265.0,102.13
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,K.M.PALLY,DOMESTIC,1,1219,913.0,70002.0,895.61
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,KESHYA THANDA,DOMESTIC,1,134,127.0,431.0,35.96
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,KORRONI THANDA,DOMESTIC,1,52,52.0,0.0,13.3
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,KOTHABAI,DOMESTIC,1,133,131.0,7552.0,40.48
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,MANTHRI THANDA,DOMESTIC,1,58,54.0,464.0,14.68
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,OLD VILLAGE SS BACK SIDE,DOMESTIC,1,370,369.0,28873.0,320.01
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,PENDLIPAKALA,DOMESTIC,1,346,239.0,8042.0,105.46
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,RAMAVATH THANDA,DOMESTIC,1,4,4.0,41.0,1.72
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,RAMUNIGUNDLA THANDA,DOMESTIC,1,100,99.0,15.0,24.76
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,SAGAR ROAD JP,DOMESTIC,1,764,763.0,60891.0,766.98
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,SAREPALLY,DOMESTIC,1,215,95.0,4913.0,68.54
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,SEETHARAMANJANEYA TEMPLE,DOMESTIC,1,337,337.0,28839.0,312.18
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,BANDA KINDI THANDA,DOMESTIC,1,9,9.0,18.0,2.16
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,BOLLARAM,DOMESTIC,1,13,11.0,-18.0,3.36
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,BUILDING & SEETHYA THANDA,DOMESTIC,1,27,27.0,1285.0,17.24
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,CHANDAMPET(HQ),DOMESTIC,1,439,346.0,17998.0,144.16
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,CHANDAMPETA 2BHK,DOMESTIC,1,19,19.0,788.0,4.56
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,CHITRIYALA,DOMESTIC,1,539,322.0,12980.0,162.04
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,CHITRIYALA 2BHK,DOMESTIC,1,30,30.0,731.0,30.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,CIRCLE THANDA,DOMESTIC,1,40,39.0,112.0,13.88
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,G.POLEPALLY,DOMESTIC,1,296,225.0,11580.0,101.18
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,G.POLEPALLY X ROAD,DOMESTIC,1,83,82.0,7540.0,69.42
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,THEATER BACK SIDE,DOMESTIC,1,573,569.0,43875.0,479.37
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,VARDAMANNIGUDA,DOMESTIC,1,48,31.0,580.0,14.13
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,ZPHS TO MILK COMPLEX,DOMESTIC,1,544,540.0,42798.0,473.66
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,,DOMESTIC,1,1,1.0,15.0,1.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,NEREDUGOMMU,BACHAPUR,DOMESTIC,1,74,57.0,226.0,20.56
NALGONDA,DEVARAKONDA,DEVARAKONDA,NEREDUGOMMU,BUGGATHANDA,DOMESTIC,1,22,22.0,0.0,6.91
NALGONDA,DEVARAKONDA,DEVARAKONDA,NEREDUGOMMU,DHARMA TANDA,DOMESTIC,1,11,11.0,0.0,3.4
NALGONDA,DEVARAKONDA,DEVARAKONDA,NEREDUGOMMU,KACHARAJUPALLI,DOMESTIC,1,199,198.0,2697.0,59.14
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,GAGILLAPUR,DOMESTIC,1,361,313.0,13287.0,105.45
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,GAGILLAPUR 2BHK,DOMESTIC,1,25,25.0,266.0,25.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,GANNERLLAPALLY,DOMESTIC,1,131,127.0,8056.0,44.11
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,GUNTIPALLY,DOMESTIC,1,80,68.0,2158.0,27.62
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,GUVVALAGUTTA,DOMESTIC,1,109,109.0,271.0,38.48
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,HANKYA THANDA,DOMESTIC,1,38,38.0,122.0,10.64
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,HANKYA THANDA 2BHK,DOMESTIC,1,25,25.0,0.0,25.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,KAMBALAPALLY,DOMESTIC,1,490,275.0,5304.0,139.02
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,KATRAVATH THANDA,DOMESTIC,1,42,42.0,5.0,13.23
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,MANAVATH & FAKEERNAIK THANDA,DOMESTIC,1,20,20.0,138.0,4.82
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,MANGALI THANDA,DOMESTIC,1,44,44.0,88.0,26.52
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,MOTHYA THANDA,DOMESTIC,1,59,59.0,784.0,15.68
NALGONDA,DEVARAKONDA,DEVARAKONDA,NEREDUGOMMU,KETHEPALLY,DOMESTIC,1,112,66.0,238.0,29.26
NALGONDA,DEVARAKONDA,DEVARAKONDA,NEREDUGOMMU,KOTHAPALLY,DOMESTIC,1,422,349.0,13519.0,132.22
NALGONDA,DEVARAKONDA,DEVARAKONDA,NEREDUGOMMU,NEREDIGOMMU,DOMESTIC,1,958,844.0,26266.0,291.08
NALGONDA,DEVARAKONDA,DEVARAKONDA,NEREDUGOMMU,PEDDA MUNIGAL,DOMESTIC,1,247,190.0,9831.0,84.94
NALGONDA,DEVARAKONDA,DEVARAKONDA,NEREDUGOMMU,PERVALA,DOMESTIC,1,374,303.0,18446.0,110.45
NALGONDA,DEVARAKONDA,DEVARAKONDA,NEREDUGOMMU,TIMMAPUR,DOMESTIC,1,331,300.0,15497.0,103.97
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,MUDIDONDLA,DOMESTIC,1,209,155.0,8212.0,65.6
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,MUDIDONDLA 2BHK,DOMESTIC,1,7,7.0,342.0,1.68
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,MURUPUNUTHULA,DOMESTIC,1,422,370.0,12340.0,143.3
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,NALLACHELUMULA,DOMESTIC,1,35,35.0,1162.0,10.76
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,PEDDAMULA,DOMESTIC,1,21,20.0,283.0,8.17
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,POGILLA,DOMESTIC,1,98,84.0,94.0,35.14
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,POLYA NAIK THANDA,DOMESTIC,1,221,173.0,807.0,56.47
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,REKULAGADDA,DOMESTIC,1,54,54.0,297.0,13.29
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,TELDARPALLY,DOMESTIC,1,455,320.0,6879.0,136.3
NALGONDA,DEVARAKONDA,DEVARAKONDA,NEREDUGOMMU,VIZAGCOLONY,DOMESTIC,1,193,179.0,12128.0,72.39
NALGONDA,DEVARAKONDA,DEVARAKONDA,NEREDUGOMMU,,DOMESTIC,1,1,1.0,0.0,1.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,AKKAMPALLY,DOMESTIC,1,280,241.0,12457.0,92.61
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,ANGADIPET,DOMESTIC,1,1113,932.0,66785.0,760.62
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,ANGADIPET THANDA,DOMESTIC,1,61,60.0,2783.0,15.84
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,AZMAPUR,DOMESTIC,1,534,412.0,19033.0,178.74
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,CHILUKAMARRI,DOMESTIC,1,289,211.0,11844.0,81.24
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,YALAMALADANDA,DOMESTIC,1,141,106.0,131.0,35.92
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,YAPALABAI THANDA,DOMESTIC,1,69,69.0,18.0,17.32
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,CHINTHABAI,DOMESTIC,1,114,114.0,5577.0,29.72
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,DOMESTIC,1,12042,11743.0,975875.0,9772.31
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA(HQ),DOMESTIC,1,444,2.0,15.0,126.93
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,CHINTALTHANDA,DOMESTIC,1,136,126.0,1070.0,37.96
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,DUGGYALA,DOMESTIC,1,438,309.0,16407.0,146.47
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,GATTUNEMILIPUR,DOMESTIC,1,81,43.0,1014.0,31.79
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,GHAN BHEEMANAPALLY,DOMESTIC,1,450,347.0,19833.0,134.78
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,GHAN PALLY,DOMESTIC,1,116,96.0,3433.0,28.71
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,GHANPUR,DOMESTIC,1,485,352.0,24187.0,161.04
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,GOTTIMUKKALA,DOMESTIC,1,289,228.0,11031.0,86.71
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,IDDAMPALLY,DOMESTIC,1,363,316.0,15136.0,114.25
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,JILLAPALLY,DOMESTIC,1,134,108.0,-59.0,44.45
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,K.B.PALLY,DOMESTIC,1,1384,1221.0,103614.0,814.82
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,KACHARAM,DOMESTIC,1,128,109.0,4177.0,33.48
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,KARNATIPALLY,DOMESTIC,1,49,49.0,2265.0,16.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,GUDIPALLY,DOMESTIC,1,800,575.0,38407.0,313.06
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,KESHAVANENI PALLY,DOMESTIC,1,297,228.0,3323.0,78.16
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,KODANDAPOOR,DOMESTIC,1,167,139.0,10349.0,53.47
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,MADAPUR,DOMESTIC,1,125,94.0,2248.0,42.86
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,MADHARGUDEM,DOMESTIC,1,75,73.0,3535.0,19.71
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,MALLAPUR,DOMESTIC,1,230,195.0,12758.0,78.86
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,KATTKOMMU THANDA,DOMESTIC,1,155,154.0,1123.0,38.75
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,KOMMEPALLY,DOMESTIC,1,181,160.0,7074.0,46.81
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,MADAMDAKA,DOMESTIC,1,218,199.0,5538.0,55.85
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,MANGALONIBAVI,DOMESTIC,1,54,53.0,2050.0,15.63
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,MISMATCHED,DOMESTIC,1,1,,0.0,1.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,MUDIGONDA,DOMESTIC,1,601,525.0,21861.0,184.54
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,MYNAMAPALLY,DOMESTIC,1,194,130.0,5442.0,59.67
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,MEDARAM,DOMESTIC,1,444,295.0,17232.0,131.85
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,N.T.R.NAGAR,DOMESTIC,1,67,63.0,3254.0,16.48
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,NAMBAPOOR,DOMESTIC,1,80,77.0,0.0,19.95
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,NUMAVU THANDA,DOMESTIC,1,148,113.0,-42.0,43.73
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,P.A.PALLY(HQ),DOMESTIC,1,1212,840.0,55461.0,562.16
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,PADMATITHANDA,DOMESTIC,1,83,63.0,41.0,23.04
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,PADMATPALLY,DOMESTIC,1,291,251.0,14084.0,99.96
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,SHAKAVALLY,DOMESTIC,1,125,95.0,4985.0,32.64
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,TELUGUPALLY,DOMESTIC,1,194,151.0,7817.0,55.85
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,THATIKOLE,DOMESTIC,1,1134,926.0,52213.0,319.14
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,TURUPUPALLY,DOMESTIC,1,404,293.0,11063.0,112.09
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,PEDDA GUMMADAM,DOMESTIC,1,144,134.0,5510.0,40.82
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,PEDDAGATTU,DOMESTIC,1,137,117.0,440.0,38.69
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,POGAKUVARIGUDA,DOMESTIC,1,79,68.0,3175.0,21.31
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,POLKAMPALLY,DOMESTIC,1,245,191.0,11209.0,72.85
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,POTTI REDDY PALLY,DOMESTIC,1,200,184.0,10987.0,61.26
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,R.R.GUDAM,DOMESTIC,1,362,297.0,19911.0,149.79
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,BUDDI THANDA,DOMESTIC,1,82,64.0,3225.0,29.02
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,CHENNAIPALEM,DOMESTIC,1,223,159.0,12432.0,85.68
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,CHOLLA THANDA,DOMESTIC,1,59,33.0,574.0,15.99
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,DONKA THANDA,DOMESTIC,1,107,75.0,3459.0,31.6
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,DUGGEPALLY,DOMESTIC,1,380,315.0,20844.0,135.98
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,G.ANNARAM,DOMESTIC,1,245,154.0,11150.0,88.79
NALGONDA,NALGONDA,NAKREKAL,KATTANGUR,MASIBAIGUDEM,DOMESTIC,1,29,27.0,1867.0,11.1
NALGONDA,NALGONDA,NAKREKAL,KATTANGUR,MEERASABA GUDEM,DOMESTIC,1,39,36.0,2719.0,12.96
NALGONDA,NALGONDA,NAKREKAL,KATTANGUR,MUNUKUNTALA,DOMESTIC,1,615,506.0,32693.0,219.26
NALGONDA,NALGONDA,NAKREKAL,KATTANGUR,MUTHYALAMMA GUDA,DOMESTIC,1,484,433.0,27830.0,228.67
NALGONDA,NALGONDA,NAKREKAL,KATTANGUR,NALLAKUNTABOLE,DOMESTIC,1,37,36.0,2243.0,12.36
NALGONDA,NALGONDA,NAKREKAL,KATTANGUR,NAREGUDEM,DOMESTIC,1,246,208.0,13634.0,81.72
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA TOWN-I,BANGARIGADDA,DOMESTIC,1,3609,3551.0,382548.0,3569.55
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA TOWN-I,DOCTORS COLONY,DOMESTIC,1,1594,1574.0,171375.0,1825.42
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA TOWN-I,EDUKOTLA THANDA,DOMESTIC,1,411,382.0,37427.0,251.8
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA TOWN-I,EDULAGUDEM,DOMESTIC,1,3049,2924.0,304186.0,3647.07
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA TOWN-I,GANDHINAGAR,DOMESTIC,1,2109,2044.0,189611.0,1544.53
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA TOWN-I,HOUSING BOARD,DOMESTIC,1,4763,4614.0,474513.0,6199.98
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA TOWN-I,ISLAMPURA,DOMESTIC,1,1090,1064.0,102081.0,1093.33
NALGONDA,MIRYALGUDA,VEMULAPALLY,ADAVIDEVULAPALLY,HAMU (T),DOMESTIC,1,42,34.0,375.0,10.68
NALGONDA,MIRYALGUDA,VEMULAPALLY,ADAVIDEVULAPALLY,INDIRA NAGAR,DOMESTIC,1,29,27.0,1415.0,8.18
NALGONDA,MIRYALGUDA,VEMULAPALLY,ADAVIDEVULAPALLY,JALAKOTI THANDA,DOMESTIC,1,31,31.0,75.0,10.62
NALGONDA,MIRYALGUDA,VEMULAPALLY,ADAVIDEVULAPALLY,JILKERKUNTA (T),DOMESTIC,1,66,56.0,855.0,18.82
NALGONDA,MIRYALGUDA,VEMULAPALLY,ADAVIDEVULAPALLY,K.N KONDA,DOMESTIC,1,209,171.0,5075.0,81.44
NALGONDA,MIRYALGUDA,VEMULAPALLY,ADAVIDEVULAPALLY,MUDIMANIKYAM,DOMESTIC,1,326,236.0,12270.0,102.8
NALGONDA,MIRYALGUDA,VEMULAPALLY,ADAVIDEVULAPALLY,MULKACHARLA,DOMESTIC,1,261,173.0,4262.0,85.48
NALGONDA,MIRYALGUDA,VEMULAPALLY,ADAVIDEVULAPALLY,NADIGADDA,DOMESTIC,1,55,30.0,244.0,15.36
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,GANTARAO CAMP,DOMESTIC,1,98,78.0,6141.0,47.64
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,GOPALAPURAM,DOMESTIC,1,58,40.0,2424.0,18.83
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,HARJA THANDA,DOMESTIC,1,161,110.0,6015.0,53.83
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,K C THANDA,DOMESTIC,1,106,70.0,3239.0,30.81
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,KAMAPASAGAR,DOMESTIC,1,242,190.0,12630.0,80.17
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,KAMAREDDY GUDA,DOMESTIC,1,350,291.0,19200.0,136.8
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,KAMPALA PALLY,DOMESTIC,1,147,113.0,7413.0,56.65
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,KANYA THANDA,DOMESTIC,1,63,45.0,1537.0,25.26
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,KAPUVARI GUDEM,DOMESTIC,1,77,46.0,527.0,23.13
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,KOMATIGUDEM,DOMESTIC,1,74,65.0,5278.0,34.83
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,KONATHALAPALLY,DOMESTIC,1,215,185.0,12588.0,82.41
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,MARRIGUDA,DOMESTIC,1,235,195.0,14845.0,74.37
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,MATOOR,DOMESTIC,1,591,383.0,19896.0,221.98
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,MUNGABAIGUDEM,DOMESTIC,1,47,42.0,2765.0,16.31
NALGONDA,NALGONDA,NAKREKAL,KATTANGUR,PAMANAGUNDLA,DOMESTIC,1,417,347.0,29123.0,180.11
NALGONDA,NALGONDA,NAKREKAL,KATTANGUR,PANDANPALLY,DOMESTIC,1,231,204.0,11114.0,77.48
NALGONDA,NALGONDA,NAKREKAL,KATTANGUR,PARADA,DOMESTIC,1,767,566.0,39403.0,279.3
NALGONDA,NALGONDA,NAKREKAL,KATTANGUR,PITTAMPALLY,DOMESTIC,1,461,382.0,27547.0,187.38
NALGONDA,NALGONDA,NAKREKAL,KATTANGUR,R.C.PURAM,DOMESTIC,1,162,134.0,11602.0,64.58
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA TOWN-I,MIRYALAGUDA HV,DOMESTIC,1,8,8.0,1615.0,47.0
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA TOWN-I,MIRYALAGUDA TOWN-I,DOMESTIC,1,6,5.0,808.0,31.0
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA TOWN-I,RAMACHANDRA GUDEM,DOMESTIC,1,3266,3188.0,309070.0,3470.94
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA TOWN-I,RAMNAGAR,DOMESTIC,1,3148,3119.0,318193.0,3846.34
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA TOWN-I,SEETHARAMPURAM,DOMESTIC,1,2181,2148.0,205159.0,1885.25
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA TOWN-I,TOWN-I,DOMESTIC,1,211,,0.0,74.48
NALGONDA,MIRYALGUDA,VEMULAPALLY,ADAVIDEVULAPALLY,NALLAMITTA (T),DOMESTIC,1,50,49.0,130.0,13.08
NALGONDA,MIRYALGUDA,VEMULAPALLY,ADAVIDEVULAPALLY,SARE GUDEM,DOMESTIC,1,34,34.0,171.0,8.44
NALGONDA,MIRYALGUDA,VEMULAPALLY,ADAVIDEVULAPALLY,TADICHETTU (T),DOMESTIC,1,30,29.0,1638.0,8.67
NALGONDA,MIRYALGUDA,VEMULAPALLY,ADAVIDEVULAPALLY,ULSAIPALEM,DOMESTIC,1,201,136.0,9381.0,68.29
NALGONDA,MIRYALGUDA,VEMULAPALLY,DAMARACHARLA,BALAJI NAGAR(T),DOMESTIC,1,88,67.0,3279.0,26.34
NALGONDA,MIRYALGUDA,VEMULAPALLY,DAMARACHARLA,BANDAVATH (T),DOMESTIC,1,126,82.0,3312.0,40.93
